customer_id,age,income,employment_type,education,marital_status,region,credit_score,loan_amount,tenure_years,existing_loans,default
C00779,36,351042,Business,Not Graduate,Married,South,665,1385364,5,0,0
C00780,28,402820,Business,Not Graduate,Single,Central,578,612781,10,1,0
C00781,24,666189,Self-Employed,Graduate,Married,North,585,395968,15,1,0
C00782,60,373394,Business,Graduate,Married,Central,703,564922,10,1,0
C00783,24,622557,Self-Employed,Graduate,Single,Central,766,971463,5,0,0
C00784,45,277301,Self-Employed,Graduate,Married,South,675,883721,3,1,1
C00785,23,681072,Business,Graduate,Married,West,711,482809,15,0,0
C00786,52,515997,Salaried,Not Graduate,Married,East,704,482331,15,0,0
C00787,23,425125,Self-Employed,Graduate,Married,Central,777,816505,3,0,0
C00788,47,469255,Self-Employed,Graduate,Single,West,474,1776476,3,0,1
C00789,49,247943,Business,Not Graduate,Married,Central,710,347625,5,2,0
C00790,52,464445,Business,Graduate,Married,West,738,276577,20,1,0
C00791,39,415089,Business,Graduate,Single,North,529,1699961,2,1,1
C00792,41,251011,Business,Graduate,Married,East,570,859010,20,2,0
C00793,25,327098,Salaried,Graduate,Single,South,573,980291,1,0,1
C00794,38,417416,Salaried,Graduate,Single,North,584,1432768,2,0,1
C00795,48,336622,Salaried,Graduate,Single,Central,606,564771,20,0,0
C00796,62,149424,Salaried,Not Graduate,Married,Central,671,233951,2,0,0
C00797,42,718107,Salaried,Graduate,Married,East,727,191668,10,0,0
C00798,41,415010,Salaried,Not Graduate,Single,East,747,1552461,1,2,1
C00799,26,159010,Salaried,Graduate,Married,East,574,463146,3,0,1
C00800,21,1156297,Business,Graduate,Single,Central,573,229022,2,2,0
C00801,25,773457,Salaried,Graduate,Married,Central,768,932169,20,0,0
C00802,61,378116,Business,Graduate,Married,South,708,1379407,5,2,0
C00803,32,302814,Business,Graduate,Married,East,657,496049,2,1,1
C00804,46,530426,Salaried,Graduate,Married,West,692,1221116,3,0,0
C00805,54,484584,Salaried,Graduate,Married,South,647,741349,20,1,0
C00806,34,564638,Self-Employed,Not Graduate,Married,West,697,866615,2,1,0
C00807,46,303206,Self-Employed,Not Graduate,Married,North,619,1381478,15,0,0
C00808,47,725051,Salaried,Graduate,Married,East,674,1755018,10,1,0
C00809,29,357518,Salaried,Not Graduate,Married,South,514,812301,10,1,0
C00810,46,600996,Salaried,Graduate,Married,South,588,670656,2,0,0
C00811,42,309086,Salaried,Graduate,Married,North,589,1668755,10,3,1
C00812,50,1456671,Salaried,Graduate,Married,North,616,96901,5,0,0
C00813,63,605001,Salaried,Graduate,Married,North,566,1575304,1,0,1
C00814,37,1619947,Self-Employed,Graduate,Single,South,601,416056,2,2,0
C00815,46,642049,Business,Not Graduate,Married,Central,513,645350,5,0,0
C00816,56,343636,Self-Employed,Graduate,Married,West,699,539838,15,0,0
C00817,21,642563,Business,Graduate,Married,West,642,1775499,5,1,1
C00818,28,663484,Self-Employed,Graduate,Married,North,496,1957016,5,1,1
C00819,55,523344,Self-Employed,Graduate,Single,Central,574,445991,15,0,0
C00820,35,587526,Salaried,Not Graduate,Single,Central,680,1602104,3,0,0
C00821,42,623296,Salaried,Graduate,Married,North,601,1617725,2,1,1
C00822,34,282898,Business,Graduate,Single,East,587,854406,2,2,1
C00823,46,273980,Business,Not Graduate,Single,South,643,1776324,2,0,1
C00824,48,309465,Salaried,Graduate,Single,East,680,654879,1,1,1
C00825,43,468548,Salaried,Graduate,Married,Central,520,1351566,5,0,0
C00826,34,400141,Self-Employed,Not Graduate,Married,North,699,330759,2,2,0
C00827,44,285213,Salaried,Graduate,Married,South,577,1005390,10,0,0
C00828,22,627118,Salaried,Not Graduate,Single,West,648,72838,3,1,0
C00829,46,502509,Business,Graduate,Married,Central,646,1401448,15,0,0
C00830,34,477356,Salaried,Graduate,Single,South,602,1739113,15,0,0
C00831,27,393920,Self-Employed,Graduate,Single,South,557,652288,1,0,1
C00832,23,373172,Business,Not Graduate,Married,East,624,1413518,20,2,0
C00833,43,302973,Salaried,Graduate,Single,West,796,1073404,15,1,0
C00834,63,673459,Salaried,Not Graduate,Single,East,527,515992,3,0,0
C00835,38,322361,Salaried,Graduate,Single,East,802,194608,20,1,0
C00836,58,486127,Salaried,Not Graduate,Single,East,626,186772,5,0,0
C00837,55,934628,Self-Employed,Not Graduate,Married,East,653,744199,15,0,0
C00838,35,380973,Salaried,Graduate,Single,Central,552,846680,20,0,0
C00839,45,681680,Salaried,Graduate,Married,West,580,1143867,20,0,0
C00840,57,571442,Salaried,Not Graduate,Married,East,604,1967637,15,0,0
C00841,48,508978,Salaried,Graduate,Single,Central,555,265963,10,0,0
C00842,30,536948,Salaried,Graduate,Married,Central,631,1224188,5,0,0
C00843,59,423916,Self-Employed,Graduate,Married,South,613,1640041,2,0,1
C00844,37,449391,Salaried,Graduate,Married,South,816,1511275,3,0,1
C00845,59,345707,Salaried,Graduate,Married,North,545,93815,15,5,1
C00846,42,450744,Salaried,Graduate,Married,Central,659,874965,10,0,0
C00847,46,339982,Business,Graduate,Single,North,672,1885034,3,2,1
C00848,64,695610,Salaried,Graduate,Married,Central,553,154997,20,1,0
C00849,45,205916,Self-Employed,Not Graduate,Married,East,711,1159187,1,0,1
C00850,37,549340,Self-Employed,Graduate,Married,East,614,661530,10,0,0
C00851,33,514764,Self-Employed,Graduate,Married,North,425,467876,20,0,0
C00852,40,494205,Salaried,Graduate,Married,East,709,760463,1,0,1
C00853,45,701533,Business,Graduate,Single,East,549,417057,15,1,0
C00854,24,388964,Self-Employed,Not Graduate,Married,South,555,92082,10,0,0
C00855,30,496304,Business,Graduate,Married,East,711,197330,2,0,0
C00856,23,204343,Salaried,Not Graduate,Single,South,618,677901,20,2,1
C00857,61,366996,Self-Employed,Graduate,Single,West,732,934747,3,0,0
C00858,38,650229,Self-Employed,Graduate,Married,Central,758,926122,3,0,0
C00859,56,242165,Salaried,Not Graduate,Married,South,591,145220,20,1,0
C00860,42,475387,Salaried,Graduate,Single,South,721,1638253,20,0,0
C00861,54,326151,Self-Employed,Graduate,Single,South,582,141860,5,0,0
C00862,28,420860,Salaried,Graduate,Married,Central,850,733045,10,0,0
C00863,60,335053,Self-Employed,Graduate,Single,Central,587,1551012,10,1,1
C00864,64,252397,Salaried,Graduate,Single,Central,742,994699,20,0,0
C00865,39,526339,Salaried,Graduate,Married,East,725,71797,1,2,0
C00866,62,432648,Self-Employed,Graduate,Married,South,678,1996983,10,2,0
C00867,61,582848,Salaried,Not Graduate,Married,Central,589,933601,3,0,0
C00868,57,632538,Business,Not Graduate,Married,West,636,1868803,10,0,0
C00869,26,767862,Business,Not Graduate,Married,Central,456,640620,5,0,1
C00870,46,469803,Self-Employed,Graduate,Married,North,670,810943,5,0,0
C00871,54,782993,Business,Graduate,Single,North,681,1323573,20,1,0
C00872,26,285187,Business,Graduate,Single,South,662,506123,3,0,0
C00873,57,665991,Salaried,Not Graduate,Single,South,382,1498980,3,0,0
C00874,53,544011,Business,Graduate,Married,South,536,335840,3,0,0
C00875,42,491340,Salaried,Graduate,Married,East,582,1100600,10,1,0
C00876,41,540434,Salaried,Graduate,Married,North,676,479201,10,0,0
C00877,26,287123,Self-Employed,Graduate,Married,North,676,711944,2,1,0
C00878,26,258193,Self-Employed,Not Graduate,Married,South,634,1451718,15,1,0
C00879,24,954958,Salaried,Not Graduate,Married,North,707,208116,20,0,0
C00880,50,410066,Salaried,Not Graduate,Single,North,557,831627,15,0,0
C00881,31,407441,Self-Employed,Graduate,Married,East,704,317429,1,2,1
C00882,50,269402,Salaried,Graduate,Married,West,692,506331,10,0,0
C00883,51,227112,Self-Employed,Graduate,Married,South,683,843802,2,0,1
C00884,44,425175,Self-Employed,Graduate,Single,West,633,67903,2,0,0
C00885,29,379376,Salaried,Not Graduate,Married,West,814,737859,5,1,0
C00886,23,442758,Salaried,Graduate,Married,East,694,1982912,10,2,1
C00887,51,460109,Self-Employed,Not Graduate,Married,North,562,859427,2,1,1
C00888,60,1356281,Salaried,Not Graduate,Married,South,672,417304,5,2,0
C00889,57,379890,Salaried,Graduate,Single,Central,717,478416,1,1,1
C00890,56,900741,Salaried,Graduate,Single,West,597,1711241,5,0,1
C00891,44,926260,Salaried,Graduate,Married,West,748,1300050,1,1,1
C00892,51,621027,Salaried,Graduate,Married,East,684,456782,15,0,0
C00893,26,397994,Salaried,Graduate,Married,West,439,1922830,15,1,0
C00894,22,239746,Self-Employed,Graduate,Married,West,676,419556,3,0,0
C00895,40,548572,Self-Employed,Graduate,Married,West,613,887654,3,1,0
C00896,48,699740,Business,Graduate,Single,East,698,1979096,20,0,0
C00897,31,971366,Salaried,Not Graduate,Married,North,734,543301,5,0,0
C00898,24,288519,Salaried,Graduate,Married,West,667,1451170,20,0,0
C00899,35,396492,Self-Employed,Graduate,Married,South,799,493884,3,0,0
C00900,26,289311,Self-Employed,Graduate,Single,West,633,683654,10,1,0
C00901,50,332679,Self-Employed,Graduate,Single,West,706,1470798,5,0,0
C00902,58,596583,Self-Employed,Not Graduate,Single,South,722,638141,2,2,0
C00903,22,325889,Self-Employed,Not Graduate,Married,East,641,235715,10,1,0
C00904,35,305308,Salaried,Graduate,Married,Central,720,960226,20,2,0
C00905,31,633267,Self-Employed,Graduate,Married,South,596,203405,5,0,0
C00906,28,541897,Self-Employed,Graduate,Single,Central,611,1507750,20,0,0
C00907,46,517883,Business,Graduate,Single,North,531,1675306,15,1,0
C00908,64,329786,Self-Employed,Not Graduate,Married,North,671,464170,1,0,0
C00909,25,791638,Self-Employed,Not Graduate,Married,West,679,1329331,20,0,0
C00910,26,445307,Salaried,Not Graduate,Married,West,756,583963,3,1,0
C00911,46,1291203,Business,Not Graduate,Single,East,721,1188166,3,0,0
C00912,24,475691,Business,Graduate,Single,Central,624,1469290,3,1,1
C00913,39,154816,Self-Employed,Graduate,Married,North,543,343805,5,0,0
C00914,40,151744,Self-Employed,Graduate,Single,North,688,1687153,10,0,1
C00915,53,585825,Salaried,Graduate,Married,West,749,67184,1,1,1
C00916,40,794304,Self-Employed,Graduate,Single,West,717,884395,3,1,0
C00917,32,310915,Self-Employed,Graduate,Single,East,747,731182,10,1,0
C00918,21,1138748,Self-Employed,Graduate,Married,West,630,505519,20,0,0
C00919,46,935044,Salaried,Graduate,Married,West,608,257537,2,1,0
C00920,34,486380,Self-Employed,Graduate,Single,East,583,841699,15,1,0
C00921,58,563968,Salaried,Not Graduate,Married,West,644,233719,2,0,1
C00922,57,661680,Self-Employed,Not Graduate,Married,West,642,1095218,1,1,1
C00923,31,1035606,Salaried,Graduate,Single,West,668,1947822,3,0,0
C00924,56,601367,Self-Employed,Graduate,Single,Central,638,872457,2,1,0
C00925,33,481455,Salaried,Not Graduate,Married,North,637,171246,15,0,0
C00926,63,598711,Salaried,Graduate,Single,South,580,389749,10,0,0
C00927,23,563437,Self-Employed,Graduate,Married,North,734,706341,10,0,0
C00928,53,670637,Salaried,Graduate,Married,Central,656,879868,2,0,0
C00929,26,218270,Self-Employed,Not Graduate,Single,South,634,723832,20,1,1
C00930,30,509983,Business,Not Graduate,Single,North,582,200408,20,0,0
C00931,25,544268,Business,Not Graduate,Single,East,530,1779523,3,1,1
C00932,43,428145,Salaried,Graduate,Single,Central,767,913624,15,0,0
C00933,30,629621,Business,Graduate,Single,East,699,1087004,1,0,1
C00934,64,1050235,Salaried,Graduate,Married,East,503,1336015,3,0,0
C00935,22,470804,Business,Graduate,Married,North,718,396655,5,1,0
C00936,33,603966,Self-Employed,Graduate,Married,South,733,583953,2,1,0
C00937,60,911474,Salaried,Graduate,Married,West,661,732457,5,2,0
C00938,22,475776,Salaried,Graduate,Single,West,793,927709,2,0,0
C00939,40,296615,Salaried,Not Graduate,Single,Central,669,1675338,1,1,1
C00940,21,583675,Self-Employed,Graduate,Single,East,522,1825909,3,0,1
C00941,57,164267,Salaried,Not Graduate,Single,Central,682,468401,15,1,1
C00942,29,157272,Self-Employed,Graduate,Single,North,672,1174487,20,1,0
C00943,37,513936,Self-Employed,Graduate,Married,East,595,1191219,20,2,0
C00944,29,154008,Business,Graduate,Married,West,701,866916,3,1,1
C00945,31,244794,Business,Not Graduate,Married,North,499,309383,2,1,1
C00946,35,372859,Salaried,Graduate,Single,North,739,413309,20,0,0
C00947,44,319771,Self-Employed,Graduate,Married,Central,570,226682,10,0,0
C00948,58,413944,Business,Graduate,Married,Central,561,1804743,5,0,0
C00949,55,729993,Business,Graduate,Single,South,639,862267,15,1,0
C00950,50,492532,Salaried,Graduate,Single,West,688,1849215,15,0,0
C00951,51,303247,Salaried,Graduate,Married,West,664,146453,20,0,1
C00952,25,813823,Salaried,Graduate,Married,Central,583,628078,3,2,1
C00953,64,232585,Salaried,Not Graduate,Married,West,604,782320,3,2,1
C00954,34,488867,Salaried,Graduate,Married,West,548,1894651,2,0,1
C00955,31,221230,Salaried,Graduate,Single,North,629,387990,10,0,0
C00956,29,495609,Self-Employed,Graduate,Single,East,746,1510743,5,1,1
C00957,54,383317,Salaried,Not Graduate,Married,East,649,535320,10,1,0
C00958,32,720000,Self-Employed,Not Graduate,Single,South,727,458449,15,1,0
C00959,55,611891,Salaried,Graduate,Single,East,780,587488,10,0,0
C00960,55,339689,Business,Graduate,Married,West,597,626563,20,1,0
C00961,21,311600,Business,Graduate,Single,North,633,519284,2,1,1
C00962,60,383926,Self-Employed,Not Graduate,Single,East,845,1974009,10,2,0
C00963,42,1028906,Business,Not Graduate,Married,West,779,1775227,5,1,0
C00964,49,916741,Salaried,Not Graduate,Single,West,499,1403168,15,0,0
C00965,28,286152,Self-Employed,Graduate,Married,Central,684,998084,1,1,1
C00966,31,634188,Salaried,Graduate,Single,Central,650,665973,15,0,0
C00967,61,202978,Salaried,Graduate,Married,East,724,1513138,1,0,1
C00968,57,361745,Salaried,Graduate,Single,Central,582,1895627,5,1,1
C00969,34,291441,Self-Employed,Graduate,Single,West,574,1728318,15,2,0
C00970,50,715814,Salaried,Graduate,Married,West,589,1624630,15,0,0
C00971,55,247502,Self-Employed,Graduate,Single,Central,598,1888557,15,0,0
C00972,41,536707,Salaried,Not Graduate,Single,North,723,1772629,15,2,0
C00973,57,442554,Business,Not Graduate,Married,Central,543,505235,2,0,0
C00974,25,408827,Self-Employed,Graduate,Single,North,593,1589250,3,1,1
C00975,39,938663,Salaried,Not Graduate,Single,Central,488,1879220,15,1,0
C00976,34,976630,Salaried,Graduate,Married,West,740,1992946,2,2,1
C00977,46,414580,Business,Graduate,Married,West,764,543496,5,1,0
C00978,24,378638,Salaried,Graduate,Married,Central,620,1933336,15,0,0
C00979,45,224561,Salaried,Not Graduate,Married,South,623,1569493,10,0,0
C00980,62,441566,Self-Employed,Graduate,Married,North,690,1318748,15,2,0
C00981,45,1065533,Salaried,Graduate,Married,South,782,1123877,20,1,0
C00982,38,417512,Salaried,Graduate,Single,West,686,1667627,15,0,0
C00983,60,614117,Salaried,Graduate,Single,North,587,1250413,1,0,1
C00984,28,235891,Salaried,Not Graduate,Married,Central,504,881219,10,2,0
C00985,59,363796,Salaried,Not Graduate,Married,North,549,1106001,15,1,0
C00986,60,544764,Salaried,Not Graduate,Married,North,656,325001,15,0,0
C00987,34,463999,Salaried,Not Graduate,Single,East,591,1282419,15,1,0
C00988,52,641202,Salaried,Graduate,Single,North,667,1453719,2,0,0
C00989,58,337323,Business,Graduate,Married,West,600,1514236,5,1,0
C00990,53,201290,Self-Employed,Not Graduate,Married,South,554,833849,1,0,1
C00991,43,733029,Self-Employed,Graduate,Married,South,544,1664321,15,0,0
C00992,35,290318,Salaried,Graduate,Single,Central,790,545496,5,1,0
C00993,53,555693,Salaried,Not Graduate,Single,East,730,785101,1,1,0
C00994,45,541926,Business,Graduate,Single,South,805,443920,1,0,0
C00995,37,209255,Self-Employed,Graduate,Married,South,698,579740,20,1,0
C00996,53,709351,Salaried,Graduate,Married,North,611,161153,1,1,0
C00997,22,342848,Salaried,Not Graduate,Married,West,769,1923870,15,1,0
C00998,34,453510,Salaried,Not Graduate,Married,West,647,242543,2,1,0
C00999,60,376554,Business,Graduate,Married,Central,669,1036721,15,1,0
C01000,60,918196,Salaried,Not Graduate,Married,West,646,1577850,15,0,0
C01001,59,809822,Self-Employed,Graduate,Single,South,384,1379020,5,0,0
C01002,26,195721,Self-Employed,Graduate,Single,North,794,450717,3,0,0
C01003,26,1222577,Business,Graduate,Married,West,694,1100421,3,2,0
C01004,23,326035,Business,Graduate,Single,East,679,1217918,20,1,0
C01005,27,1139495,Salaried,Graduate,Married,East,644,875613,3,2,0
C01006,28,394236,Self-Employed,Graduate,Married,East,664,500479,5,0,0
C01007,62,379491,Self-Employed,Graduate,Single,West,596,811654,10,1,0
C01008,35,395815,Self-Employed,Graduate,Single,North,705,1861868,20,1,0
C01009,49,369403,Business,Graduate,Single,West,532,1046270,5,1,0
C01010,53,1377772,Business,Graduate,Married,South,666,1816974,1,1,1
C01011,50,427468,Salaried,Graduate,Single,West,700,298850,15,1,1
C01012,59,386144,Salaried,Graduate,Married,East,632,1837226,10,2,0
C01013,47,458013,Self-Employed,Graduate,Single,East,683,1346264,1,1,1
C01014,56,286272,Salaried,Graduate,Married,North,560,608692,20,2,0
C01015,49,907731,Salaried,Graduate,Single,Central,563,1645428,15,2,0
C01016,58,228208,Salaried,Graduate,Married,East,671,1720762,15,0,1
C01017,53,335607,Business,Graduate,Married,East,711,1024939,20,0,0
C01018,57,674345,Salaried,Not Graduate,Married,Central,481,330371,1,1,0
C01019,47,450925,Self-Employed,Graduate,Married,West,696,1057800,5,1,0
C01020,53,566451,Salaried,Graduate,Married,East,601,1619495,3,0,1
C01021,24,881979,Salaried,Graduate,Single,North,632,1193835,10,1,0
C01022,42,695030,Salaried,Not Graduate,Married,West,529,1223027,20,1,0
C01023,22,470647,Salaried,Not Graduate,Married,West,573,490691,20,1,0
C01024,30,1132801,Business,Graduate,Married,East,736,1115791,15,1,0
C01025,25,333450,Business,Graduate,Single,West,652,180577,2,1,0
C01026,30,422887,Self-Employed,Graduate,Single,West,615,1881256,15,0,0
C01027,53,436394,Salaried,Graduate,Single,North,639,121074,3,1,0
C01028,58,422485,Salaried,Graduate,Single,West,694,989203,15,0,1
C01029,33,273444,Salaried,Not Graduate,Married,East,689,682909,2,1,1
C01030,51,216935,Salaried,Not Graduate,Single,East,643,979958,20,0,1
C01031,56,533780,Salaried,Graduate,Single,Central,748,1802153,5,0,0
C01032,44,332680,Self-Employed,Graduate,Married,South,737,156759,15,0,0
C01033,35,1043941,Salaried,Graduate,Married,Central,687,1227047,10,0,0
C01034,49,428204,Salaried,Graduate,Married,North,654,1906719,5,0,1
C01035,28,395074,Business,Not Graduate,Single,North,709,1506851,2,0,1
C01036,25,723932,Salaried,Graduate,Single,East,678,1671262,1,1,1
C01037,49,530187,Business,Graduate,Married,South,745,1886294,15,3,0
C01038,24,408814,Business,Graduate,Single,Central,730,1263945,20,0,0
C01039,32,331595,Salaried,Graduate,Single,South,558,682592,20,0,0
C01040,22,2294363,Salaried,Graduate,Single,East,552,1203535,5,1,0
C01041,47,520634,Self-Employed,Not Graduate,Married,West,586,1337893,15,0,0
C01042,51,720710,Salaried,Graduate,Single,East,737,1780421,10,1,0
C01043,56,279197,Salaried,Graduate,Married,East,508,1420687,15,2,1
C01044,56,341091,Self-Employed,Not Graduate,Married,South,685,1982811,5,1,1
C01045,46,1144588,Salaried,Not Graduate,Married,North,682,1228321,3,1,0
C01046,63,829533,Salaried,Graduate,Single,West,754,104583,5,1,0
C01047,47,543578,Self-Employed,Graduate,Single,West,666,1746941,2,2,1
C01048,25,372612,Self-Employed,Graduate,Married,North,529,494846,5,0,0
C01049,40,398189,Salaried,Graduate,Single,South,563,1209935,20,0,0
C01050,31,326357,Salaried,Graduate,Married,South,543,1649950,10,0,0
C01051,30,262870,Salaried,Not Graduate,Married,North,601,721844,5,0,1
C01052,60,670467,Salaried,Graduate,Single,Central,633,773983,5,1,0
C01053,58,563810,Self-Employed,Graduate,Married,South,545,678420,10,0,0
C01054,26,616143,Self-Employed,Graduate,Married,North,782,1613905,5,1,1
C01055,28,380178,Self-Employed,Graduate,Married,Central,530,1157839,20,0,0
C01056,43,496350,Salaried,Not Graduate,Married,East,771,1772611,10,2,0
C01057,46,364244,Salaried,Graduate,Married,West,756,1159240,20,0,0
C01058,63,318925,Salaried,Graduate,Married,North,730,467896,20,0,0
C01059,32,936755,Salaried,Graduate,Married,South,587,956906,20,0,0
C01060,46,467277,Salaried,Graduate,Married,West,680,1437688,2,0,1
C01061,33,555905,Salaried,Graduate,Single,Central,535,1800062,10,2,0
C01062,60,644409,Salaried,Graduate,Single,West,731,1865594,2,1,0
C01063,38,469920,Self-Employed,Graduate,Single,North,643,446608,2,1,0
C01064,45,493009,Self-Employed,Graduate,Single,East,613,505473,10,1,0
C01065,53,271310,Self-Employed,Graduate,Single,Central,539,1166380,5,0,1
C01066,60,295595,Salaried,Graduate,Married,Central,427,874832,15,1,0
C01067,63,288798,Business,Not Graduate,Single,Central,556,479767,3,0,0
C01068,32,580971,Business,Graduate,Married,West,750,1913096,15,0,0
C01069,64,456754,Salaried,Graduate,Married,East,613,1309663,20,1,0
C01070,56,295606,Self-Employed,Graduate,Married,North,634,992969,10,1,0
C01071,24,574378,Business,Graduate,Married,North,708,491371,5,0,0
C01072,25,564985,Salaried,Graduate,Single,West,812,1186469,2,1,1
C01073,57,323600,Salaried,Not Graduate,Married,North,769,1890977,1,0,1
C01074,28,436907,Salaried,Graduate,Married,North,562,58981,3,0,0
C01075,62,565923,Salaried,Not Graduate,Married,East,475,1512824,15,0,0
C01076,48,300661,Salaried,Not Graduate,Single,West,862,366235,5,1,0
C01077,51,570804,Business,Not Graduate,Married,West,854,157154,20,2,0
C01078,29,506591,Self-Employed,Graduate,Married,Central,666,1385128,3,0,0
C01079,49,282196,Salaried,Graduate,Married,North,535,1778177,20,0,1
C01080,34,488409,Self-Employed,Graduate,Single,South,736,1098378,1,0,1
C01081,60,521540,Self-Employed,Graduate,Married,East,640,884372,1,1,1
C01082,61,333800,Salaried,Not Graduate,Married,East,639,1574730,1,1,1
C01083,42,345836,Salaried,Graduate,Married,South,730,756465,15,0,0
C01084,31,281028,Business,Graduate,Married,Central,680,1290698,20,0,0
C01085,43,361475,Self-Employed,Not Graduate,Single,South,543,1102233,10,0,0
C01086,21,440014,Salaried,Graduate,Single,South,620,857662,3,2,1
C01087,57,346266,Salaried,Not Graduate,Single,Central,709,986184,10,3,0
C01088,41,226794,Salaried,Graduate,Single,South,695,1312342,20,1,0
C01089,46,324530,Salaried,Graduate,Single,Central,673,659019,1,0,1
C01090,56,366670,Salaried,Not Graduate,Single,North,734,223412,5,0,0
C01091,43,638947,Self-Employed,Graduate,Single,Central,617,1789886,1,1,1
C01092,21,578182,Salaried,Graduate,Married,West,666,713227,10,2,0
C01093,60,644544,Salaried,Graduate,Married,West,346,1832478,1,1,1
C01094,35,317248,Salaried,Graduate,Single,South,609,1102905,20,1,0
C01095,41,471511,Salaried,Graduate,Single,West,718,1055591,1,0,1
C01096,29,148691,Business,Graduate,Married,Central,614,1396585,10,0,1
C01097,29,536603,Salaried,Graduate,Married,North,608,772300,10,1,1
C01098,30,582394,Self-Employed,Graduate,Single,Central,556,1618473,20,0,0
C01099,46,377667,Salaried,Not Graduate,Married,East,740,87869,5,0,0
C01100,61,505318,Salaried,Graduate,Single,South,699,1296553,10,0,0
C01101,55,223749,Self-Employed,Graduate,Married,North,724,548185,20,3,0
C01102,45,308513,Salaried,Graduate,Married,South,494,1182560,5,3,1
C01103,46,624341,Self-Employed,Not Graduate,Single,East,635,961604,2,1,1
C01104,31,556857,Salaried,Graduate,Married,West,624,1199645,20,0,1
C01105,58,367568,Self-Employed,Not Graduate,Single,East,624,298577,2,3,0
C01106,22,637374,Self-Employed,Graduate,Married,West,594,926143,10,1,1
C01107,27,470821,Self-Employed,Not Graduate,Married,South,618,378396,1,0,1
C01108,38,352603,Self-Employed,Not Graduate,Married,South,726,1440106,3,0,1
C01109,47,407472,Self-Employed,Not Graduate,Single,South,477,168728,1,1,0
C01110,54,360433,Business,Graduate,Married,Central,809,573846,10,1,0
C01111,47,259704,Salaried,Graduate,Married,North,693,1124377,5,1,1
C01112,37,778799,Self-Employed,Graduate,Married,Central,646,792647,20,1,0
C01113,63,342624,Salaried,Graduate,Single,East,731,1858501,1,0,1
C01114,64,304199,Salaried,Graduate,Single,North,519,1713573,2,1,1
C01115,44,222302,Salaried,Graduate,Married,South,590,365414,15,0,0
C01116,45,135105,Business,Graduate,Married,South,639,1563414,10,1,1
C01117,27,606629,Salaried,Graduate,Married,South,772,891967,1,0,1
C01118,26,632302,Self-Employed,Graduate,Married,West,645,305560,15,0,0
C01119,44,756809,Salaried,Graduate,Single,East,690,818026,1,1,0
C01120,53,413714,Salaried,Graduate,Married,Central,596,782119,5,0,0
C01121,49,382737,Business,Graduate,Single,East,693,66220,5,0,0
C01122,63,352048,Salaried,Graduate,Married,West,800,1374112,5,1,0
C01123,42,366791,Salaried,Not Graduate,Married,West,739,1577379,15,2,0
C01124,46,732270,Salaried,Not Graduate,Married,East,642,445462,3,1,0
C01125,48,437165,Self-Employed,Graduate,Single,West,710,1380730,15,0,0
C01126,41,524463,Salaried,Graduate,Married,North,701,176951,10,1,0
C01127,27,362614,Salaried,Not Graduate,Single,South,695,1429078,10,0,1
C01128,37,801613,Self-Employed,Not Graduate,Single,Central,750,533419,2,0,0
C01129,40,187750,Salaried,Graduate,Single,West,749,198306,2,0,0
C01130,61,255445,Self-Employed,Graduate,Single,Central,638,932622,10,0,0
C01131,40,524851,Salaried,Graduate,Married,South,707,1738659,1,1,1
C01132,42,972645,Salaried,Graduate,Married,East,615,492667,10,0,0
C01133,48,399794,Self-Employed,Not Graduate,Married,South,566,959222,20,0,0
C01134,60,302831,Business,Graduate,Single,Central,625,175223,3,0,0
C01135,27,694049,Self-Employed,Not Graduate,Single,North,643,572886,2,0,0
C01136,21,511787,Self-Employed,Graduate,Single,East,500,649493,2,0,0
C01137,52,790638,Salaried,Graduate,Single,West,727,1513576,20,0,0
C01138,33,247543,Salaried,Graduate,Married,North,400,997176,20,0,0
C01139,50,763181,Salaried,Graduate,Single,South,894,1099658,15,1,0
C01140,43,220398,Business,Graduate,Married,Central,785,1502940,20,0,0
C01141,39,388606,Business,Graduate,Single,Central,626,1257142,2,4,1
C01142,52,532720,Business,Graduate,Single,Central,650,911525,10,1,0
C01143,50,481040,Salaried,Graduate,Single,South,677,1412672,2,1,0
C01144,49,713021,Salaried,Graduate,Married,East,596,86719,20,1,0
C01145,49,194464,Self-Employed,Not Graduate,Single,West,667,98737,20,0,0
C01146,50,471395,Self-Employed,Graduate,Married,North,637,1551245,20,1,1
C01147,36,759062,Self-Employed,Graduate,Married,South,641,157271,2,3,0
C01148,60,454376,Self-Employed,Graduate,Single,Central,666,1793472,20,0,0
C01149,39,264592,Salaried,Graduate,Married,West,531,231676,15,1,0
C01150,38,696190,Salaried,Not Graduate,Single,Central,653,1542625,10,1,0
C01151,21,330466,Salaried,Graduate,Single,South,664,642127,1,0,1
C01152,34,305301,Salaried,Graduate,Married,Central,661,884363,20,1,0
C01153,22,288496,Salaried,Graduate,Married,South,630,1400645,2,0,1
C01154,48,404574,Salaried,Graduate,Married,Central,752,232075,2,1,0
C01155,50,480401,Salaried,Graduate,Single,South,618,1540689,20,0,0
C01156,58,249922,Self-Employed,Not Graduate,Single,Central,670,137745,2,1,0
C01157,24,274130,Business,Graduate,Single,West,766,176298,20,1,0
C01158,21,323670,Business,Graduate,Married,West,642,667997,3,1,0
C01159,28,287867,Salaried,Graduate,Married,Central,669,354431,10,0,0
C01160,49,449792,Salaried,Graduate,Married,Central,641,1844662,20,1,0
